response_id,responded_at,email,first_name,last_name,nickname,date_of_birth,university,graduation_class,hometown,majors,scheduling,interests,interest_adventure,interest_arts,interest_business,interest_public,interest_stem,personal_computer,operating_system,operating_system_usage_windows,operating_system_usage_mac,operating_system_usage_ios,operating_system_usage_android,website_experience,meetup_comfort
22,2015-08-30 16:45:10 -0400,torphy_yasmine@yahoo.com,Yasmine,Torphy,Treeflex,2000,Eastern Johnson,Junior,"Port Rockychester, Belgium",Engineering,,Alias debitis omnis natus sint ducimus totam nam. Et quia vel. Sint quia ducimus sed laboriosam iste.,1,1,0,0,0,1,Windows OS,1,0,1,0,0,Sounds fine
23,2015-09-07 20:05:06 -0400,kunze_amelia@yahoo.com,Amelia,Kunze,,1999,Northern Dickinson University,Graduate,"New Rahsaan, Guyana",Finance,,Quia iusto quidem omnis culpa ut. Ut distinctio similique ratione. Vero quia harum numquam.,1,0,1,0,0,1,Mac OS,1,1,1,0,1,Sounds scary
24,2015-09-05 22:40:50 -0400,torrance.runte@yahoo.com,Torrance,Runte,Rank,1997,Bechtelar University,Alumni,"South Bertrandborough, Tokelau",Engineering,,Excepturi asperiores non sapiente. Et dolores dicta ut veniam eum officia nulla. Occaecati et reiciendis odit non magni ad distinctio. Nam in distinctio. Voluptate quis et modi hic ex.,0,1,1,1,1,1,Windows OS,1,0,1,1,1,Sounds scary
25,2015-08-30 20:17:55 -0400,jerel.rempel@yahoo.com,Jerel,Rempel,,1997,Corwin Institute,Junior,"South Lauryn, French Polynesia",Information Systems,,Quas consequuntur error. Officia tempore eum ut nulla deserunt sed sint. Ut dicta necessitatibus. Quia adipisci esse cumque et ut sed repellendus.,1,1,1,0,0,1,Windows OS,1,1,0,1,0,Sounds scary
26,2015-09-03 18:05:03 -0400,hyatt.warren@hotmail.com,Warren,Hyatt,Konklux,2000,West Kautzer,Senior,"East Jacinthe, Gabon",Engineering,,Quis est sint dolores voluptates aut. Molestias voluptas perspiciatis sit. Minima sequi et unde at.,0,1,1,0,0,1,Other,1,1,1,1,1,Sounds scary
27,2015-09-07 07:10:31 -0400,conn_jamel@hotmail.com,Jamel,Conn,,1997,Lindgren Academy,Freshman,"West Forrestside, Bouvet Island (Bouvetoya)",Engineering,,Nulla sed beatae a. Ut reprehenderit sint dolores non sunt. Corporis aliquam modi temporibus odio enim. Veniam non optio iste. Incidunt odit quam aut et velit temporibus sapiente.,1,1,1,0,1,1,Mac OS,1,1,0,1,1,Sounds scary
28,2015-09-04 09:43:03 -0400,bartell.adelle@hotmail.com,Adelle,Bartell,Home Ing,2000,Stehr Academy,Freshman,"East Justiceland, Rwanda",Finance,,Porro molestiae eius blanditiis autem qui expedita qui. Voluptas voluptas voluptatum. Sequi non eos.,1,1,0,0,1,1,Mac OS,1,1,1,0,1,Sounds fine
29,2015-08-31 17:53:02 -0400,weber.gordon@hotmail.com,Gordon,Weber,,1998,O'Keefe College,Sophomore,"Turcotteville, Falkland Islands (Malvinas)",Finance,,Placeat aut voluptas. Aut officia nulla. Consequuntur itaque dolor inventore quos aut accusamus ut. Expedita laudantium perferendis. Velit beatae temporibus.,1,0,0,0,1,1,Windows OS,1,1,1,1,1,Sounds scary
30,2015-08-30 10:38:11 -0400,remington_barrows@hotmail.com,Remington,Barrows,,1999,Southern Wilderman College,Freshman,"Beierchester, Niger",Marketing,,In quos voluptas deleniti. Est impedit voluptates eos ex et. Ratione qui rerum earum magnam aut.,1,1,0,0,0,1,Mac OS,1,1,1,1,0,Sounds scary
31,2015-09-03 04:48:19 -0400,ondricka_joaquin@hotmail.com,Joaquin,Ondricka,,1998,The Colorado University,Sophomore,"Boganside, Republic of Korea",Finance,conflict_after,Facere aut omnis ad id magni corporis laudantium. Dolores enim voluptas ad aut omnis aut. Facilis laborum a.,1,0,0,1,0,1,Other,1,1,1,1,1,Sounds fine
32,2015-09-07 08:43:42 -0400,gustave_senger@hotmail.com,Gustave,Senger,Otcom,1998,Eastern Michigan Academy,Alumni,"Leannonbury, Chad",Engineering,,Quia quis quo. Fuga accusantium quisquam autem. Alias quam dolor iure. Corporis sequi quod et.,1,1,0,1,0,1,Windows OS,0,1,0,1,0,Sounds scary
33,2015-09-03 00:04:31 -0400,gusikowski.leta@gmail.com,Leta,Gusikowski,,1998,Zboncak Institute,Sophomore,"Gretaport, Slovenia",Marketing,,Sit quas eius veritatis voluptatem enim hic quia. Quidem numquam ea. Officiis eius error ut. Accusantium voluptates quis.,1,1,0,0,0,1,Mac OS,1,1,0,0,0,Sounds scary
34,2015-09-05 20:24:26 -0400,collier.virgil@gmail.com,Virgil,Collier,,1999,East Goldner,Freshman,"North Dorothea, Lesotho",Marketing,,Enim est et est provident itaque praesentium aperiam. Voluptatem eum sint pariatur inventore. Nostrum sed temporibus nam et ut rerum. Consequatur non aut numquam est harum. Non blanditiis consectetur.,1,1,0,1,0,1,Mac OS,1,1,0,1,1,Sounds scary
35,2015-08-30 03:41:32 -0400,alexzander.parker@hotmail.com,Alexzander,Parker,,1997,East Moen University,Graduate,"East Westleyborough, Malawi",Engineering,,Quos eius laudantium est expedita iste accusamus. Quia corrupti sit quia. Et rerum eveniet laudantium reiciendis nostrum. Voluptas modi qui.,1,1,0,1,1,1,Mac OS,0,1,0,1,1,Sounds fine
36,2015-09-03 00:00:02 -0400,watsica.lazaro@yahoo.com,Lazaro,Watsica,,1997,North Harber Academy,Freshman,"New Monroe, Trinidad and Tobago",Engineering,,Praesentium iure dolorum est nulla doloribus possimus. Sit ipsa soluta repellendus occaecati architecto labore. Aliquid et aspernatur quis praesentium.,1,0,0,0,1,1,Mac OS,1,1,0,0,0,Sounds scary
37,2015-09-05 23:47:06 -0400,kunde_jamil@hotmail.com,Jamil,Kunde,,2000,Waters Institute,Freshman,"Erlingbury, Burkina Faso",Marketing,,Pariatur sed quis officia rerum quas voluptates. Incidunt magni velit minima pariatur consequatur. Rerum ipsam dolores non. Officiis aperiam quo inventore eligendi dignissimos cum sapiente. Accusamus beatae exercitationem eveniet voluptatem sunt eaque.,1,1,0,0,0,1,Mac OS,1,1,0,1,1,Sounds scary
38,2015-08-30 08:56:18 -0400,beulah_kulas@hotmail.com,Beulah,Kulas,,1999,South Walker University,Sophomore,"Lockmanville, Sierra Leone",Engineering,,Consequatur et ratione et ea. Aut ut sed. Mollitia suscipit eveniet.,0,1,0,1,1,1,Windows OS,0,1,0,0,0,Sounds scary
39,2015-09-04 00:00:06 -0400,daisha_franecki@gmail.com,Daisha,Franecki,,1999,East Colorado College,Graduate,"Port Koreyport, Oman",Finance,,Facere soluta excepturi est sed necessitatibus sapiente. Sapiente natus rerum est excepturi. Accusantium placeat aut non ea. Et architecto reprehenderit molestias voluptas eius explicabo molestiae. Consequatur quia aliquid.,1,1,1,0,1,1,Windows OS,0,0,0,1,0,Sounds fine
40,2015-08-31 14:21:53 -0400,hammes.bernie@gmail.com,Bernie,Hammes,,1997,Eastern Denesik,Junior,"Anjalifurt, Djibouti",Information Systems,,Maiores rem rerum aspernatur. Nihil autem nobis. Architecto rem occaecati itaque in quia dignissimos. Reiciendis quos est ut. Ipsa doloribus facere dolorem inventore tempore.,1,0,0,0,0,1,Windows OS,1,1,0,1,1,Sounds scary
41,2015-09-05 20:18:05 -0400,dietrich_brad@gmail.com,Brad,Dietrich,,1997,Collier University,Graduate,"Port Lukashaven, Lesotho",Information Systems,,Reiciendis illum maiores quidem. Nihil consequatur doloremque alias tempora et aut. Cupiditate qui natus ullam velit. Et odio quas qui repellendus.,1,1,0,0,0,1,Mac OS,1,1,0,1,1,Sounds scary
42,2015-08-31 02:42:55 -0400,lorenz_bogisich@yahoo.com,Lorenz,Bogisich,Asoka,1998,Eastern Rau Institute,Sophomore,"East Keely, Cambodia",Information Systems,,Reiciendis asperiores ratione velit voluptate. Maxime alias unde perspiciatis magni quam. Quod laboriosam et recusandae eveniet itaque sint quibusdam.,1,1,0,0,0,1,Windows OS,0,1,0,1,1,Sounds fine
43,2015-09-01 16:20:22 -0400,milford.halvorson@hotmail.com,Milford,Halvorson,Trippledex,1998,Simonis Institute,Sophomore,"North Ludwigfort, Antarctica (the territory South of 60 deg S)",Other,,Enim assumenda est facere dolores illum qui. Non voluptatem incidunt sit doloremque in sunt. Dolorem et molestiae. Voluptatem aut corporis nostrum.,1,1,0,0,0,1,Windows OS,1,1,1,0,1,Sounds fine
44,2015-09-04 05:53:20 -0400,kuhn_reymundo@hotmail.com,Reymundo,Kuhn,,1997,Southern Maine Institute,Freshman,"Freedaberg, Czech Republic",Other,,Blanditiis nihil ut. Ratione nam id aut molestias. Optio sunt delectus ut explicabo. Placeat aut et quia.,1,1,0,0,0,0,Windows OS,1,0,0,1,0,Sounds scary
45,2015-09-03 08:50:46 -0400,wunsch.enrico@yahoo.com,Enrico,Wunsch,,2000,East Bashirian,Freshman,"East Caylaburgh, Liechtenstein",Engineering,,Id facilis quis labore inventore velit. Sapiente eos accusamus esse. Quasi eos beatae laborum. Nisi possimus corrupti numquam. Nesciunt aut placeat totam.,1,1,0,0,0,1,Windows OS,1,0,0,1,1,Sounds scary
46,2015-09-07 09:23:28 -0400,upton_aaliyah@hotmail.com,Aaliyah,Upton,Voltsillam,1997,Eastern Hayes,Junior,"Lesterborough, Cape Verde",Other,,Asperiores rerum ea magni nemo quisquam a perspiciatis. Nesciunt modi voluptate perspiciatis rerum molestiae in. Vel impedit perferendis optio rem aliquam error.,0,1,1,0,0,1,Mac OS,1,1,0,1,0,Sounds scary
47,2015-09-03 15:04:35 -0400,erica_connelly@yahoo.com,Erica,Connelly,Redhold,1999,Western Indiana University,Sophomore,"South Erling, Iran",Finance,,Minus praesentium suscipit qui. Voluptatem id in nam et explicabo numquam voluptatum. Exercitationem aut natus provident officia nam.,1,1,1,0,1,1,Windows OS,0,1,1,1,1,Sounds fine
48,2015-09-04 22:16:14 -0400,deon_shields@yahoo.com,Deon,Shields,,2000,Casper Academy,Graduate,"East Talontown, Cameroon",Other,,Rerum consectetur atque debitis nihil. Facere omnis optio. Nostrum occaecati voluptatem ut a. Suscipit quos asperiores et voluptas nihil.,1,1,1,0,1,1,Windows OS,0,1,0,0,1,Sounds scary
49,2015-09-02 08:47:45 -0400,dario.blick@gmail.com,Dario,Blick,,1998,West New York Academy,Senior,"New Coraborough, Myanmar",Engineering,,Expedita qui ut quia corporis. Quia expedita odit modi mollitia illum iure repellat. Et porro aut. Possimus quam dolor at eum inventore ea. Ea accusamus soluta dolor et optio architecto quibusdam.,1,1,0,0,0,1,Mac OS,1,1,1,1,1,Sounds scary
50,2015-09-04 15:10:24 -0400,satterfield.nellie@hotmail.com,Nellie,Satterfield,,1999,The New Hampshire College,Junior,"Dibbertfort, Luxembourg",Finance,,Quia voluptatibus repellat quae iste a. Dignissimos odio placeat neque iste. Sequi eius est tempore maiores eveniet iure sint.,1,0,1,0,1,1,Mac OS,1,1,1,0,0,Sounds fine
51,2015-09-04 12:23:28 -0400,ulices.wilkinson@yahoo.com,Ulices,Wilkinson,,1999,South Padberg Institute,Freshman,"Blairborough, Saudi Arabia",Engineering,,Rerum sed aut esse autem. Unde cupiditate fuga tempora optio. Unde recusandae officiis eveniet molestiae pariatur. Et autem quae qui nisi. Nemo voluptatem sed.,1,1,0,0,1,1,Windows OS,1,0,0,1,1,Sounds fine
52,2015-08-30 08:26:39 -0400,conn_rolando@yahoo.com,Rolando,Conn,,2000,Eastern Weimann University,Freshman,"Port Anissa, Lebanon",Engineering,,Dolore velit voluptatem recusandae corrupti. Perspiciatis voluptas voluptatem atque eius deleniti beatae consequatur. Est quidem aperiam.,1,0,0,0,0,1,Windows OS,1,0,0,1,1,Sounds scary
53,2015-08-31 11:13:17 -0400,cristobal_lynch@gmail.com,Cristobal,Lynch,,2000,South Thiel University,Senior,"West Parker, Latvia",Information Systems,,Quo corrupti voluptatem. Aut ducimus illo maiores necessitatibus eum sed repudiandae. Incidunt cupiditate quasi nam.,1,1,1,0,1,1,Windows OS,1,1,1,1,1,Sounds fine
54,2015-09-01 19:04:02 -0400,streich_camilla@gmail.com,Camilla,Streich,,1998,Schamberger Institute,Senior,"Linniestad, Iran",Information Systems,,Culpa ipsum earum eos tenetur eos rem laboriosam. Nobis architecto qui quasi cum qui. Qui praesentium accusamus sunt rem distinctio.,1,1,0,0,0,1,Windows OS,0,1,1,1,1,Sounds scary
55,2015-09-06 18:15:24 -0400,brook.mann@yahoo.com,Brook,Mann,,1998,West Schowalter,Senior,"New Sincere, Sao Tome and Principe",Information Systems,,Quos magni aliquid totam tempore iusto. Nemo dignissimos magnam dolores est voluptatem iusto. Pariatur sint ex accusantium nemo est. Veniam corrupti assumenda laboriosam ullam aliquam distinctio necessitatibus. Cum quo ad dolor voluptatem quisquam amet.,1,1,0,0,0,1,Mac OS,1,1,1,1,1,Sounds fine
56,2015-08-30 13:52:44 -0400,claudie_collier@yahoo.com,Claudie,Collier,,1999,The Crist College,Alumni,"South Leo, Aruba",Marketing,,Qui sed distinctio necessitatibus rerum. Non corrupti dolore nulla aliquid et deserunt. Voluptatem minus non sint iure tempore.,1,1,0,0,0,1,Mac OS,1,1,0,0,1,Sounds scary
57,2015-09-04 12:30:37 -0400,pearl.lehner@yahoo.com,Pearl,Lehner,Konklux,1998,Johns Institute,Junior,"Mayertborough, Estonia",Information Systems,,Ipsa voluptates libero nulla aut impedit qui. Quae sint quidem vitae voluptas quia. Enim voluptas animi sint suscipit aut est officia.,1,0,1,0,0,0,Mac OS,1,1,1,0,0,Sounds scary
58,2015-09-05 10:01:28 -0400,eli_mcglynn@hotmail.com,Eli,McGlynn,,1997,The Hartmann Institute,Graduate,"South Gabrielle, Lebanon",Marketing,,Expedita voluptatem veritatis debitis unde. Voluptatem fugiat aut. Quia non ut quas nulla sit.,1,1,0,0,0,1,Windows OS,1,1,1,0,1,Sounds fine
59,2015-09-03 23:25:19 -0400,gertrude.runolfsdottir@yahoo.com,Gertrude,Runolfsdottir,,1999,Hagenes College,Sophomore,"New Holden, Guinea-Bissau",Finance,,Velit soluta rerum est. Quibusdam ea velit minima qui aperiam. Illo vitae veritatis mollitia tempore. Vel minima tenetur nihil non quia incidunt. Quae placeat fuga dolorem non recusandae quo modi.,1,0,0,0,0,1,Mac OS,1,1,0,0,1,Sounds fine
60,2015-09-05 20:44:00 -0400,prosacco_lucie@gmail.com,Lucie,Prosacco,,1999,Southern Jast Institute,Junior,"Borerton, Monaco",Other,,In ducimus voluptas totam architecto tempora. Repellat dolores incidunt rem. Molestiae delectus autem quia dolor.,1,1,0,0,0,1,Windows OS,1,1,1,1,0,Sounds fine
61,2015-09-02 20:38:09 -0400,kuphal_jammie@gmail.com,Jammie,Kuphal,,1998,Herman Institute,Junior,"Lake Cotyview, Vanuatu",Information Systems,,Distinctio saepe libero. Sed aliquid harum quam. Nulla ut sunt veniam quo.,1,1,1,0,1,1,Windows OS,1,1,0,1,1,Sounds scary
62,2015-09-05 02:02:54 -0400,marquise.schuppe@hotmail.com,Marquise,Schuppe,Transcof,1999,West Kansas Institute,Junior,"Lake Catherineside, Nepal",Finance,,Nesciunt voluptates porro beatae. Molestiae quis minus. Soluta nemo unde qui harum. Voluptatem et sed eveniet alias non. Id facere molestias perspiciatis voluptate.,1,0,1,0,0,1,Mac OS,1,1,1,0,0,Sounds scary
63,2015-08-31 06:19:02 -0400,stamm_ilene@yahoo.com,Ilene,Stamm,Keylex,1999,Western Schmitt,Junior,"Port Cordiemouth, Dominica",Information Systems,,Iure voluptatum voluptate harum. Ipsa voluptas voluptates incidunt voluptatem et. Omnis nam neque accusamus. Aut facilis est quae aut voluptas mollitia.,1,1,0,0,0,1,Other,1,1,1,1,0,Sounds scary
64,2015-09-04 12:48:55 -0400,hahn_natalia@yahoo.com,Natalia,Hahn,,2000,Kreiger College,Senior,"Emeryfort, Sudan",Marketing,,Aliquam omnis ab deserunt voluptatem tenetur. Cum alias consequatur ut vel tenetur qui. Excepturi esse fugit dolor maxime. Hic labore autem cum magnam. Esse quo placeat provident in explicabo.,1,1,0,0,1,1,Mac OS,1,1,0,1,0,Sounds scary
65,2015-09-02 08:51:08 -0400,rempel.kristoffer@gmail.com,Kristoffer,Rempel,Quo Lux,2000,Lueilwitz Institute,Alumni,"Durganchester, Malta",Information Systems,,Autem et est et et ut fugit. Aliquam sint modi quaerat sit nihil eum. Error corrupti numquam cum et et eveniet rerum. Quos nobis et ducimus autem quo.,0,0,0,0,1,1,Mac OS,1,1,1,0,1,Sounds scary
66,2015-09-02 10:25:31 -0400,pattie_emard@yahoo.com,Pattie,Emard,,1999,Purdy University,Graduate,"Hanehaven, Grenada",Marketing,,Repudiandae tenetur ad facilis. Quis nisi sit repudiandae. A dolorum sunt ut. Doloremque necessitatibus aut autem et velit ab. Quam facere porro officia.,1,1,0,1,1,1,Other,0,1,0,1,1,Sounds scary
67,2015-08-30 09:37:11 -0400,langworth_easter@gmail.com,Easter,Langworth,,1999,East Parker,Senior,"West Alba, Congo",Engineering,,Quo optio et iure corrupti. Pariatur exercitationem dolores voluptatem culpa. Voluptatum est aliquid doloremque itaque et.,1,0,0,0,1,1,Mac OS,0,1,0,1,1,Sounds scary
68,2015-09-03 20:47:05 -0400,dion_herman@gmail.com,Dion,Herman,,1998,Northern Abbott,Freshman,"North Ned, Qatar",Engineering,,Ut ipsam est. Magni quo est incidunt. Iusto et omnis. Temporibus est ut doloribus at. Et beatae rerum aut repudiandae exercitationem eos.,0,1,1,1,0,1,Mac OS,1,1,0,0,1,Sounds fine
69,2015-09-04 09:16:29 -0400,douglas_graciela@gmail.com,Graciela,Douglas,,1998,North Minnesota University,Senior,"New Jevonfort, Qatar",Engineering,,Maiores non velit blanditiis ut at impedit. Fugit magni soluta excepturi sapiente rerum deserunt laborum. Ut quod eveniet id iste eaque. Illum adipisci unde aut eveniet.,1,0,0,1,0,1,Mac OS,1,1,0,1,1,Sounds scary
70,2015-09-04 00:07:40 -0400,johns_teresa@yahoo.com,Teresa,Johns,,1999,Macejkovic Academy,Sophomore,"Runolfsdottirville, Democratic People's Republic of Korea",Information Systems,,Accusantium nihil ratione est corporis qui similique. Laboriosam aut tempore. Molestias rerum qui qui ut. Nihil quod recusandae qui mollitia placeat molestiae. Recusandae eum aspernatur.,1,1,0,0,0,1,Mac OS,1,0,0,0,1,Sounds scary
71,2015-09-02 08:42:52 -0400,weissnat_wellington@gmail.com,Wellington,Weissnat,,1998,Cole College,Freshman,"Weberberg, Iceland",Information Systems,,Consequuntur totam est et hic quibusdam sint aliquid. Explicabo et a. Eaque ipsam non vel.,0,1,0,0,1,1,Mac OS,1,0,1,1,1,Sounds scary
72,2015-09-01 19:33:28 -0400,senger_darian@yahoo.com,Darian,Senger,,1998,The Hagenes Academy,Sophomore,"South Adalbertomouth, Haiti",Other,,Reprehenderit fugit optio ut dolores molestias eum voluptatum. Officiis praesentium ut illo eius maiores soluta. Aut officia libero et est necessitatibus. Quisquam amet provident quis quidem.,1,1,0,0,0,1,Windows OS,1,1,1,1,0,Sounds scary
